Company Name,Market Cap,Year,Quarter,Negative Sentiment Score,Positive Sentiment Score,Neutral Sentiment Score,Negative Sentiment Count,Positive Sentiment Count,Neutral Sentiment Count,Doc Sentiment Score,Symbol,Sector
DraftKings Inc.,12604322703,2023,2,0.031074506,0.303822282,0.665103212,0.03646833,0.303262956,0.660268714,0.266794626,DKNG,consumer-discretionary
Everi Holdings Inc.,1194946324,2023,2,0.064119058,0.299634247,0.636246695,0.068027211,0.292517007,0.639455782,0.224489796,EVRI,consumer-discretionary
Gambling.com Group Limited,525128870,2023,2,0.015018813,0.32525794,0.659723247,0.018867925,0.327044025,0.65408805,0.308176101,GAMB,consumer-discretionary
International Game Technology PLC,6240670380,2023,2,0.060937205,0.511031141,0.428031654,0.064599483,0.50129199,0.434108527,0.436692506,IGT,consumer-discretionary
"Inspired Entertainment, Inc.",332545284,2023,2,0.058756059,0.344419844,0.596824097,0.065454545,0.341818182,0.592727273,0.276363636,INSE,consumer-discretionary
"Light & Wonder, Inc.",6728182656,2023,2,0.020206335,0.515909318,0.463884346,0.023346304,0.511673152,0.464980545,0.488326848,LNW,consumer-discretionary
"Rush Street Interactive, Inc.",884942100,2023,2,0.03434941,0.408430062,0.557220528,0.036697248,0.403669725,0.559633028,0.366972477,RSI,consumer-discretionary
Sharplink Gaming Ltd,6884329,2023,2,0.080033,0.248333078,0.671633923,0.083969466,0.244274809,0.671755725,0.160305344,SBET,consumer-discretionary
Super Group (SGHC) Limited,1699987245,2023,2,0.033003522,0.41069367,0.556302808,0.035353535,0.409090909,0.555555556,0.373737374,SGHC,consumer-discretionary
Arch Capital Group Ltd.,27913104450,2023,2,0.087851682,0.278218866,0.633929452,0.096774194,0.275434243,0.627791563,0.17866005,ACGL,financials
Aegon NV ADR,9983323750,2023,2,0.09131582,0.250643026,0.658041154,0.095914742,0.248667851,0.655417407,0.152753108,AEG,financials
American International Group Inc,41825687257,2023,2,0.077451496,0.418684116,0.503864388,0.084566596,0.412262156,0.503171247,0.32769556,AIG,financials
Axa Equitable Holdings Inc,9806526040,2023,2,0.041096167,0.372221554,0.58668228,0.043037975,0.369620253,0.587341772,0.326582278,EQH,financials
Enstar Group Limited,3983648828,2023,2,0.08762652,0.449006622,0.463366858,0.088888889,0.444444444,0.466666667,0.355555556,ESGR,financials
Goosehead Insurance Inc,2257637473,2023,2,0.067460021,0.42280754,0.50973244,0.073286052,0.41607565,0.510638298,0.342789598,GSHD,financials
"The Hartford Financial Services Group, Inc.",22153881921,2023,2,0.063180437,0.365845937,0.570973626,0.063679245,0.358490566,0.577830189,0.294811321,HIG,financials
International General Insurance Holdings Ltd,491533954,2023,2,0.049456113,0.401623038,0.548920849,0.051282051,0.4,0.548717949,0.348717949,IGIC,financials
Old Republic International Corp,7969198964,2023,2,0.070771534,0.254098105,0.675130361,0.074349442,0.26394052,0.661710037,0.189591078,ORI,financials
Principal Financial Group Inc,18426623107,2023,2,0.146278928,0.411056162,0.442664909,0.153061224,0.400510204,0.446428571,0.24744898,PFG,financials
Sun Life Financial Inc.,27742858296,2023,2,0.078118569,0.311253268,0.610628163,0.083478261,0.311304348,0.605217391,0.227826087,SLF,financials
Acadia Healthcare Company Inc,6962425358,2023,2,0.026315169,0.316986941,0.656697891,0.030959752,0.315789474,0.653250774,0.284829721,ACHC,healthcare
Addus HomeCare Corporation,1493388288,2023,2,0.076582626,0.286211387,0.637205987,0.079113924,0.284810127,0.636075949,0.205696203,ADUS,healthcare
agilon health Inc,7106089153,2023,2,0.048579583,0.380528485,0.570891932,0.050847458,0.381355932,0.56779661,0.330508475,AGL,healthcare
Airsculpt Technologies Inc,435540950,2023,2,0.053950619,0.347045929,0.599003452,0.0625,0.347222222,0.590277778,0.284722222,AIRS,healthcare
Apollo Medical Holdings Inc,1764959703,2023,2,0.035386881,0.276994627,0.687618492,0.040816327,0.275510204,0.683673469,0.234693878,AMEH,healthcare
AMN Healthcare Services Inc,3540325290,2023,2,0.171543505,0.249657394,0.578799101,0.175710594,0.248062016,0.57622739,0.072351421,AMN,healthcare
American Shared Hospital Srvcs,17523480,2023,2,0.028365742,0.252642894,0.718991364,0.032679739,0.254901961,0.712418301,0.222222222,AMS,healthcare
ATI Physical Therapy Inc,30982431,2023,2,0.031817869,0.415304848,0.552877283,0.037593985,0.409774436,0.552631579,0.372180451,ATIP,healthcare
"Cross Country Healthcare, Inc.",900478474,2023,2,0.151174318,0.237644877,0.611180805,0.153246753,0.236363636,0.61038961,0.083116883,CCRN,healthcare
Chemed Corporation,7570730190,2023,2,0.196729589,0.279868025,0.523402386,0.204724409,0.279527559,0.515748031,0.07480315,CHE,healthcare
Compass Pathways Plc,418122880,2023,2,0.022956716,0.209403053,0.767640231,0.023569024,0.215488215,0.760942761,0.191919192,CMPS,healthcare
"Community Health Systems, Inc.",444447224,2023,2,0.070368444,0.352939079,0.576692478,0.076124567,0.346020761,0.577854671,0.269896194,CYH,healthcare
DocGo Inc,919883860,2023,2,0.04440073,0.293633423,0.661965847,0.047619048,0.294117647,0.658263305,0.246498599,DCGO,healthcare
DaVita HealthCare Partners Inc,9241423000,2023,2,0.07222181,0.205980219,0.721797971,0.074534161,0.204968944,0.720496894,0.130434783,DVA,healthcare
Enhabit Inc.,588672650,2023,2,0.116176877,0.253823402,0.62999972,0.120915033,0.254901961,0.624183007,0.133986928,EHAB,healthcare
Encompass Health Corporation,7012510560,2023,2,0.089272348,0.280258851,0.630468801,0.097378277,0.27340824,0.629213483,0.176029963,EHC,healthcare
"The Ensign Group, Inc.",5404772592,2023,2,0.046696062,0.371674505,0.581629433,0.050420168,0.365546218,0.584033613,0.31512605,ENSG,healthcare
Fresenius Medical Care AG & Co. KGaA,14119057812,2023,2,0.082873112,0.263619699,0.653507189,0.090909091,0.261640798,0.647450111,0.170731707,FMS,healthcare
Greenbrook TMS Inc.,13137862,2023,2,0.049024222,0.397483309,0.553492469,0.048387097,0.397849462,0.553763441,0.349462366,GBNH,healthcare
"HCA Healthcare, Inc.",75599956781,2023,2,0.093977669,0.381791174,0.524231157,0.098765432,0.37654321,0.524691358,0.277777778,HCA,healthcare
Healthcare Services Group Inc,904437050,2023,2,0.107150364,0.22159001,0.671259625,0.110526316,0.226315789,0.663157895,0.115789474,HCSG,healthcare
InnovAge Holding Corp,752746500,2023,2,0.07824511,0.30410629,0.617648601,0.083333333,0.303030303,0.613636364,0.21969697,INNV,healthcare
Assure Holdings Corp.,2301188,2023,2,0.251007095,0.275707538,0.473285366,0.258426966,0.269662921,0.471910112,0.011235955,IONM,healthcare
The Joint Corp,142531148,2023,2,0.061324185,0.16636689,0.772308925,0.063953488,0.168604651,0.76744186,0.104651163,JYNT,healthcare
"LifeStance Health Group, Inc.",2927463988,2023,2,0.028747098,0.376641136,0.594611766,0.030769231,0.376923077,0.592307692,0.346153846,LFST,healthcare
"Pediatrix Medical Group, Inc.",1243836000,2023,2,0.066764316,0.233549725,0.699685959,0.073684211,0.242105263,0.684210526,0.168421053,MD,healthcare
ModivCare Inc,552214068,2023,2,0.054826294,0.304188764,0.640984942,0.055658627,0.304267161,0.640074212,0.248608534,MODV,healthcare
"Option Care Health, Inc.",6324088560,2023,2,0.050991548,0.33790129,0.611107162,0.054313099,0.338658147,0.607028754,0.284345048,OPCH,healthcare
P3 Health Partners Inc.,828805405,2023,2,0.038297159,0.334059124,0.627643716,0.040590406,0.328413284,0.63099631,0.287822878,PIII,healthcare
Pennant Group Inc,374129200,2023,2,0.051435622,0.511946881,0.436617496,0.052132701,0.502369668,0.44549763,0.450236967,PNTG,healthcare
Select Medical Holdings Corporation,3625662040,2023,2,0.062538801,0.222302357,0.715158842,0.063636364,0.227272727,0.709090909,0.163636364,SEM,healthcare
"Surgery Partners, Inc.",4243404000,2023,2,0.062204821,0.325480792,0.612314387,0.063613232,0.325699746,0.610687023,0.262086514,SGRY,healthcare
Sonida Senior Living Inc,65942262,2023,2,0.05502054,0.501346826,0.443632634,0.053691275,0.496644295,0.44966443,0.44295302,SNDA,healthcare
"Talkspace, Inc.",253673000,2023,2,0.073659863,0.488438794,0.437901343,0.079439252,0.481308411,0.439252336,0.401869159,TALK,healthcare
Tenet Healthcare Corporation,7301604050,2023,2,0.040451185,0.404202389,0.555346426,0.043859649,0.403508772,0.552631579,0.359649123,THC,healthcare
"The Oncology Institute, Inc.",61622290,2023,2,0.039001717,0.449195675,0.511802608,0.03875969,0.441860465,0.519379845,0.403100775,TOI,healthcare
Universal Health Services Inc,9004157637,2023,2,0.141909725,0.221268694,0.636821581,0.151193634,0.217506631,0.631299735,0.066312997,UHS,healthcare
US Physicalrapy Inc,1513130716,2023,2,0.091393919,0.331432428,0.577173653,0.100694444,0.326388889,0.572916667,0.225694444,USPH,healthcare
Aveanna Healthcare Holdings Inc,299233003,2023,2,0.065662061,0.341468626,0.592869313,0.065753425,0.342465753,0.591780822,0.276712329,AVAH,healthcare
Brookdale Senior Living Inc.,762266700,2023,2,0.049139733,0.431921054,0.518939213,0.05704698,0.422818792,0.520134228,0.365771812,BKD,healthcare
"Cano Health, Inc.",164734623,2023,2,0.13040914,0.231733116,0.637857744,0.132992327,0.232736573,0.6342711,0.099744246,CANO,healthcare
Archer Aviation Inc,1776488000,2023,2,0.013152173,0.294884783,0.691963044,0.012919897,0.297157623,0.689922481,0.284237726,ACHR,industrials
AAR Corp.,2102388300,2023,2,0.046035436,0.342536767,0.611427797,0.050691244,0.33640553,0.612903226,0.285714286,AIR,industrials
Air Industries Group,9875891,2023,2,0.082548352,0.388037266,0.529414383,0.081632653,0.380952381,0.537414966,0.299319728,AIRI,industrials
Astra Space Inc,66318719,2023,2,0.086698179,0.213547344,0.699754477,0.092050209,0.213389121,0.694560669,0.121338912,ASTR,industrials
Cadre Holdings Inc,923488020,2023,2,0.05899798,0.346139095,0.594862925,0.062111801,0.341614907,0.596273292,0.279503106,CDRE,industrials
Coda Octopus Group Inc,84166269,2023,2,0.047090187,0.245737524,0.707172289,0.047297297,0.25,0.702702703,0.202702703,CODA,industrials
Curtiss-Wright Corporation,7828086464,2023,2,0.073035543,0.497795342,0.429169116,0.076923077,0.492877493,0.43019943,0.415954416,CW,industrials
Ducommun Incorporated,644175905,2023,2,0.060813877,0.365049886,0.574136237,0.064935065,0.363636364,0.571428571,0.298701299,DCO,industrials
Draganfly Inc.,33871180,2023,2,0.076057627,0.314669147,0.609273227,0.081433225,0.309446254,0.609120521,0.228013029,DPRO,industrials
Leonardo DRS Inc.,4306500000,2023,2,0.081323833,0.266678522,0.651997645,0.082474227,0.271477663,0.64604811,0.189003436,DRS,industrials
EHang Holdings Limited,1093706364,2023,2,0.01921469,0.257784181,0.723001129,0.020304569,0.263959391,0.715736041,0.243654822,EH,industrials
Embraer S.A.,2764052900,2023,2,0.082231224,0.353314572,0.564454205,0.082474227,0.355670103,0.56185567,0.273195876,ERJ,industrials
Elbit Systems Ltd,8851337484,2023,2,0.074646691,0.290882828,0.634470481,0.083916084,0.286713287,0.629370629,0.202797203,ESLT,industrials
"Eve Holding, Inc.",2133915547,2023,2,0.017192636,0.142674044,0.840133321,0.017751479,0.142011834,0.840236686,0.124260355,EVEX,industrials
General Dynamics Corporation,61238085834,2023,2,0.12184938,0.368829437,0.509321183,0.125698324,0.363128492,0.511173184,0.237430168,GD,industrials
HEICO Corporation,19826755140,2023,2,0.068341096,0.334970549,0.596688355,0.070450098,0.332681018,0.596868885,0.26223092,HEI,industrials
Huntington Ingalls Industries Inc,8772363837,2023,2,0.044146206,0.219574415,0.73627938,0.047945205,0.221461187,0.730593607,0.173515982,HII,industrials
Hexcel Corporation,6018180840,2023,2,0.081280357,0.296671334,0.622048309,0.083123426,0.299748111,0.617128463,0.216624685,HXL,industrials
Innovative Solutions and Support,143346936,2023,2,0.06056857,0.353020023,0.586411407,0.058823529,0.352941176,0.588235294,0.294117647,ISSC,industrials
Intevac Inc,94364452,2023,2,0.060342467,0.256461959,0.683195574,0.067307692,0.254807692,0.677884615,0.1875,IVAC,industrials
Kaman Corporation,608883360,2023,2,0.051494712,0.448774773,0.499730515,0.053097345,0.446902655,0.5,0.39380531,KAMN,industrials
"Nauticus Robotics, Inc.",92165132,2023,2,0.056860126,0.259663038,0.683476836,0.06,0.26,0.68,0.2,KITT,industrials
"Kratos Defense & Security Solutions, Inc.",1945945750,2023,2,0.02790056,0.252161917,0.719937523,0.031460674,0.256179775,0.712359551,0.224719101,KTOS,industrials
L3Harris Technologies Inc,34275835313,2023,2,0.055130208,0.304846486,0.640023306,0.057627119,0.305084746,0.637288136,0.247457627,LHX,industrials
Terran Orbital Corp,194943100,2023,2,0.035904899,0.245920543,0.718174558,0.039735099,0.245033113,0.715231788,0.205298013,LLAP,industrials
Lockheed Martin Corporation,1.13699E+11,2023,2,0.046898894,0.308500142,0.644600964,0.053811659,0.30941704,0.6367713,0.255605381,LMT,industrials
"Intuitive Machines, Inc.",76587360,2023,2,0.090006291,0.154722959,0.75527075,0.089473684,0.163157895,0.747368421,0.073684211,LUNR,industrials
Momentus Inc.,24900560,2023,2,0.055879411,0.365176612,0.578943978,0.059288538,0.367588933,0.57312253,0.308300395,MNTS,industrials
"Mercury Systems, Inc.",2211805701,2023,2,0.146823179,0.32724785,0.525928971,0.144927536,0.327122153,0.527950311,0.182194617,MRCY,industrials
Northrop Grumman Corporation,65859733180,2023,2,0.060275872,0.371025679,0.568698449,0.062992126,0.367454068,0.569553806,0.304461942,NOC,industrials
Planet Labs PBC,883302400,2023,2,0.034361365,0.438002596,0.527636039,0.034722222,0.434027778,0.53125,0.399305556,PL,industrials
Ammo Inc,242216860,2023,2,0.14769317,0.262830317,0.589476513,0.152416357,0.260223048,0.587360595,0.107806691,POWW,industrials
Redwire Corporation,210735477,2023,2,0.014130562,0.405517823,0.580351614,0.01754386,0.4,0.58245614,0.38245614,RDW,industrials
"Sturm, Ruger & Company, Inc.",923477415,2023,2,0.100363893,0.133544625,0.766091483,0.109090909,0.136363636,0.754545455,0.027272727,RGR,industrials
Rocket Lab USA Inc.,2814526633,2023,2,0.040911696,0.247015185,0.712073119,0.043902439,0.243902439,0.712195122,0.2,RKLB,industrials
RTX Corporation,1.24957E+11,2023,2,0.102723864,0.239358835,0.657917301,0.107042254,0.236619718,0.656338028,0.129577465,RTX,industrials
Sidus Space Inc,8108581,2023,2,0.02739561,0.313511015,0.659093375,0.028985507,0.309178744,0.661835749,0.280193237,SIDU,industrials
Sky Harbour Group Corp,255627061,2023,2,0.046978505,0.126855468,0.826166027,0.047325103,0.131687243,0.820987654,0.08436214,SKYH,industrials
Virgin Galactic Holdings Inc,788414895,2023,2,0.031260332,0.213351654,0.755388015,0.035190616,0.211143695,0.753665689,0.175953079,SPCE,industrials
Spirit Aerosystems Holdings Inc,2274748300,2023,2,0.173940815,0.216341487,0.609717698,0.17611336,0.218623482,0.605263158,0.042510121,SPR,industrials
Smith & Wesson Brands Inc,591241041,2023,2,0.139657973,0.2257404,0.634601626,0.137142857,0.228571429,0.634285714,0.091428571,SWBI,industrials
TransDigm Group Incorporated,46815939373,2023,2,0.061994186,0.306560582,0.631445232,0.065375303,0.307506053,0.627118644,0.242130751,TDG,industrials
"Triumph Group, Inc.",603165663,2023,2,0.062427912,0.318344207,0.619227881,0.063882064,0.316953317,0.619164619,0.253071253,TGI,industrials
Textron Inc.,15236924000,2023,2,0.062446855,0.371393769,0.566159377,0.064257028,0.365461847,0.570281124,0.301204819,TXT,industrials
Astronics Corporation,556629778,2023,2,0.056283467,0.246493411,0.697223122,0.058365759,0.245136187,0.696498054,0.186770428,ATRO,industrials
"AeroVironment, Inc.",2466016829,2023,2,0.085923564,0.340957183,0.573119253,0.086687307,0.343653251,0.569659443,0.256965944,AVAV,industrials
Axon Enterprise Inc.,14550970194,2023,2,0.035326508,0.381595336,0.583078156,0.037209302,0.379069767,0.58372093,0.341860465,AXON,industrials
The Boeing Company,1.36694E+11,2023,2,0.065216437,0.326799731,0.607983832,0.071428571,0.321428571,0.607142857,0.25,BA,industrials
"BWX Technologies, Inc.",6526622064,2023,2,0.05168663,0.312242053,0.636071317,0.056047198,0.315634218,0.628318584,0.259587021,BWXT,industrials
Byrna Technologies Inc,76040420,2023,2,0.15734567,0.230383693,0.612270637,0.163398693,0.22875817,0.607843137,0.065359477,BYRN,industrials
CAE Inc.,7503719321,2023,2,0.055276776,0.354630487,0.590092737,0.057575758,0.351515152,0.590909091,0.293939394,CAE,industrials
VSE Corporation,813052437,2023,2,0.030228546,0.447075617,0.522695837,0.034351145,0.442748092,0.522900763,0.408396947,VSEC,industrials
"VirTra, Inc.",72537352,2023,2,0.036811762,0.481465935,0.481722303,0.03968254,0.48015873,0.48015873,0.44047619,VTSI,industrials
V2X Inc,1564222430,2023,2,0.015555721,0.4735301,0.510914179,0.019230769,0.469230769,0.511538462,0.45,VVX,industrials
Woodward Inc,7493631110,2023,2,0.07273077,0.283131872,0.644137358,0.075675676,0.281081081,0.643243243,0.205405405,WWD,industrials
"Granite Ridge Resources, Inc",1054965600,2023,2,0.048937612,0.233673827,0.717388561,0.054901961,0.235294118,0.709803922,0.180392157,GRNT,financials
"Stran & Company, Inc.",22472766,2023,2,0.052348939,0.439118401,0.50853266,0.05785124,0.438016529,0.504132231,0.380165289,SWAG,financials
Symbotic Inc,20304690096,2023,2,0.037468075,0.31374078,0.648791145,0.03880597,0.319402985,0.641791045,0.280597015,SYM,financials
"ACI Worldwide, Inc.",2448077200,2023,2,0.037570992,0.423388788,0.53904022,0.04494382,0.421348315,0.533707865,0.376404494,ACIW,technology
Adobe Systems Incorporated,2.3723E+11,2023,2,0.008952202,0.53211612,0.458931678,0.00921659,0.534562212,0.456221198,0.525345622,ADBE,technology
"Affirm Holdings, Inc.",4331800193,2023,2,0.10153468,0.2051457,0.693319619,0.1069869,0.203056769,0.689956332,0.096069869,AFRM,technology
Akamai Technologies Inc,15309999180,2023,2,0.054041545,0.357800753,0.588157702,0.055432373,0.356984479,0.587583149,0.301552106,AKAM,technology
Altair Engineering Inc,4947449317,2023,2,0.043801826,0.347035008,0.609163166,0.049222798,0.347150259,0.603626943,0.297927461,ALTR,technology
Appian Corp,3337258964,2023,2,0.048612987,0.303932206,0.647454807,0.051490515,0.306233062,0.642276423,0.254742547,APPN,technology
Arbe Robotics Ltd.,209260541,2023,2,0.100486073,0.206807232,0.692706694,0.108280255,0.210191083,0.681528662,0.101910828,ARBE,technology
Arqit Quantum Inc.,129596531,2023,2,0.062273467,0.213544577,0.724181955,0.06547619,0.214285714,0.720238095,0.148809524,ARQQ,technology
"A10 Networks, Inc.",1078450524,2023,2,0.095695252,0.255788165,0.648516583,0.099056604,0.259433962,0.641509434,0.160377358,ATEN,technology
CCC Intelligent Solutions Holdings Inc.,6716676489,2023,2,0.034242375,0.287070621,0.678687005,0.035545024,0.291469194,0.672985782,0.255924171,CCCS,technology
Consensus Cloud Solutions Inc,578584971,2023,2,0.087777767,0.230925884,0.681296349,0.093457944,0.23364486,0.672897196,0.140186916,CCSI,technology
Cemtrex Inc,4905869,2023,2,0.037692205,0.472673299,0.489634497,0.04137931,0.468965517,0.489655172,0.427586207,CETX,technology
Confluent Inc,9621329200,2023,2,0.053288127,0.400893482,0.545818391,0.055793991,0.392703863,0.551502146,0.336909871,CFLT,technology
Cognyte Software Ltd.,344366367,2023,2,0.107215282,0.204417223,0.688367494,0.107638889,0.208333333,0.684027778,0.100694444,CGNT,technology
Check Point Software Technologies Ltd,15951452580,2023,2,0.046728725,0.357328802,0.595942473,0.049886621,0.35600907,0.594104308,0.306122449,CHKP,technology
Ci&T Inc,638493120,2023,2,0.08205454,0.414901128,0.503044332,0.08988764,0.411985019,0.498127341,0.322097378,CINT,technology
Cellebrite DI Ltd.,1436812200,2023,2,0.030669069,0.496223446,0.473107485,0.032128514,0.493975904,0.473895582,0.46184739,CLBT,technology
Crowdstrike Holdings Inc,36490922585,2023,2,0.0178321,0.41485882,0.56730908,0.017897092,0.41163311,0.570469799,0.393736018,CRWD,technology
CSG Systems International Inc,1693751796,2023,2,0.026691454,0.503774438,0.469534108,0.029325513,0.501466276,0.469208211,0.472140762,CSGS,technology
CyberArk Software Ltd,6469831641,2023,2,0.052262787,0.351089724,0.596647489,0.054216867,0.347389558,0.598393574,0.293172691,CYBR,technology
Endava Ltd,2617883000,2023,2,0.094922271,0.288279431,0.616798298,0.10212766,0.285106383,0.612765957,0.182978723,DAVA,technology
Dropbox Inc,9409539239,2023,2,0.061898012,0.317671189,0.6204308,0.064516129,0.319892473,0.615591398,0.255376344,DBX,technology
DLocal Limited,5549806157,2023,2,0.037833062,0.381347857,0.580819081,0.040219378,0.374771481,0.585009141,0.334552102,DLO,technology
DigitalOcean Holdings Inc,2870640000,2023,2,0.13306905,0.410600932,0.456330018,0.139204545,0.403409091,0.457386364,0.264204545,DOCN,technology
Amdocs Ltd,10421547480,2023,2,0.02901794,0.460749983,0.510232077,0.033057851,0.454545455,0.512396694,0.421487603,DOX,technology
Euronet Worldwide Inc,4160214644,2023,2,0.082197227,0.269156343,0.64864643,0.085846868,0.271461717,0.642691415,0.185614849,EEFT,technology
EngageSmart LLC,2749608560,2023,2,0.034242252,0.423308796,0.542448952,0.035714286,0.419047619,0.545238095,0.383333333,ESMT,technology
EverCommerce Inc,1898143581,2023,2,0.039070947,0.349109144,0.611819909,0.043046358,0.347682119,0.609271523,0.304635762,EVCM,technology
Evertec Inc,2517887165,2023,2,0.113156739,0.290610654,0.596232607,0.113300493,0.290640394,0.596059113,0.177339901,EVTC,technology
F5 Networks Inc,9443287560,2023,2,0.129795844,0.24500167,0.625202486,0.133738602,0.246200608,0.62006079,0.112462006,FFIV,technology
Five9 Inc,5030754737,2023,2,0.05083606,0.329047697,0.620116243,0.051918736,0.32731377,0.620767494,0.275395034,FIVN,technology
Fleetcor Technologies Inc,19052915310,2023,2,0.04390506,0.307150075,0.648944865,0.047101449,0.30615942,0.64673913,0.259057971,FLT,technology
"Shift4 Payments, Inc.",4528725771,2023,2,0.044146013,0.351102846,0.604751141,0.045725646,0.351888668,0.602385686,0.306163022,FOUR,technology
"Fortinet, Inc.",45847596308,2023,2,0.0655277,0.280526977,0.653945323,0.068649886,0.28375286,0.647597254,0.215102975,FTNT,technology
Global Blue Group Holding Ltd,1044208000,2023,2,0.053503838,0.42734741,0.519148752,0.058510638,0.425531915,0.515957447,0.367021277,GB,technology
GigaCloud Technology Inc,512956863,2023,2,0.03348665,0.286449483,0.680063867,0.0375,0.283333333,0.679166667,0.245833333,GCT,technology
GoDaddy Inc.,10888203220,2023,2,0.035240096,0.425598404,0.5391615,0.036363636,0.425,0.538636364,0.388636364,GDDY,technology
Gen Digital Inc.,13321629256,2023,2,0.049679216,0.378468009,0.571852776,0.05,0.375,0.575,0.325,GEN,technology
"HashiCorp, Inc.",5393859577,2023,2,0.049503247,0.221473326,0.729023426,0.052511416,0.221461187,0.726027397,0.168949772,HCP,technology
Robinhood Markets Inc,9381712798,2023,2,0.033470436,0.459084087,0.507445477,0.035294118,0.454117647,0.510588235,0.418823529,HOOD,technology
i3 Verticals Inc,733211272,2023,2,0.01885497,0.272958207,0.708186823,0.021538462,0.273846154,0.704615385,0.252307692,IIIV,technology
"International Money Express, Inc.",634042603,2023,2,0.11421974,0.333244789,0.552535471,0.119205298,0.32781457,0.552980132,0.208609272,IMXI,technology
Informatica Inc.,5593696026,2023,2,0.074911417,0.279424354,0.645664229,0.077844311,0.283433134,0.638722555,0.205588822,INFA,technology
Intrusion Inc,15700058,2023,2,0.078539773,0.256050603,0.665409624,0.085409253,0.256227758,0.658362989,0.170818505,INTZ,technology
Kaltura Inc,264637356,2023,2,0.110474356,0.275048537,0.614477107,0.11662531,0.272952854,0.610421836,0.156327543,KLTR,technology
Katapult Holdings Inc,58422395,2023,2,0.033237052,0.507793101,0.458969847,0.035714286,0.5,0.464285714,0.464285714,KPLT,technology
Lesaka Technologies Inc,233541695,2023,2,0.026996338,0.457657868,0.515345794,0.030800821,0.453798768,0.515400411,0.422997947,LSAK,technology
LiveVox Holdings Inc,289039046,2023,2,0.036586263,0.400406723,0.563007014,0.039130435,0.395652174,0.565217391,0.356521739,LVOX,technology
"Remark Holdings, Inc.",9857228,2023,2,0.057779605,0.254544224,0.687676171,0.06271777,0.254355401,0.682926829,0.191637631,MARK,technology
MongoDB,25310490040,2023,2,0.102655217,0.300042115,0.597302668,0.104803493,0.296943231,0.598253275,0.192139738,MDB,technology
Mogo Inc,133448024,2023,2,0.058892406,0.426977333,0.514130261,0.064102564,0.423076923,0.512820513,0.358974359,MOGO,technology
"Marqeta, Inc.",3097792670,2023,2,0.09846816,0.331306655,0.570225184,0.098360656,0.330601093,0.571038251,0.232240437,MQ,technology
Microsoft Corporation,2.39334E+12,2023,2,0.142252506,0.319125136,0.538622358,0.139908257,0.321100917,0.538990826,0.181192661,MSFT,technology
Cloudflare Inc,19440085254,2023,2,0.122704082,0.313114672,0.564181246,0.128959276,0.312217195,0.558823529,0.183257919,NET,technology
New Relic Inc,5934707937,2023,2,0.059983758,0.315619675,0.624396567,0.061261261,0.318918919,0.61981982,0.257657658,NEWR,technology
"NetScout Systems, Inc.",1977958185,2023,2,0.072308659,0.285747592,0.641943749,0.080188679,0.287735849,0.632075472,0.20754717,NTCT,technology
Nutanix Inc,7289668527,2023,2,0.047213945,0.227324842,0.725461213,0.046875,0.229166667,0.723958333,0.182291667,NTNX,technology
Nuvei Corporation,2405019680,2023,2,0.065646269,0.377120568,0.557233163,0.070528967,0.370277078,0.559193955,0.299748111,NVEI,technology
Okta Inc,11842538400,2023,2,0.066393124,0.285657102,0.647949774,0.06984127,0.285714286,0.644444444,0.215873016,OKTA,technology
Oracle Corporation,3.16456E+11,2023,2,0.032100968,0.300138698,0.667760334,0.03406326,0.299270073,0.666666667,0.265206813,ORCL,technology
OneSpan Inc.,449431875,2023,2,0.098268929,0.234811431,0.666919641,0.103202847,0.231316726,0.665480427,0.128113879,OSPN,technology
Palo Alto Networks Inc,73652944476,2023,2,0.05371522,0.339689752,0.606595028,0.057692308,0.336538462,0.605769231,0.278846154,PANW,technology
UiPath Inc.,8473545958,2023,2,0.06569734,0.347681368,0.586621293,0.069879518,0.346987952,0.58313253,0.277108434,PATH,technology
Payoneer Global Inc.,2089932484,2023,2,0.015979861,0.447634354,0.536385784,0.017857143,0.446428571,0.535714286,0.428571429,PAYO,technology
"PaySign, Inc.",106644876,2023,2,0.053105431,0.279736983,0.667157586,0.057471264,0.281609195,0.66091954,0.224137931,PAYS,technology
Pagaya Technologies Ltd.,1361105217,2023,2,0.061427484,0.375396484,0.563176032,0.06360424,0.371024735,0.565371025,0.307420495,PGY,technology
Palantir Technologies Inc,30717377419,2023,2,0.061641342,0.331720638,0.60663802,0.066350711,0.331753555,0.601895735,0.265402844,PLTR,technology
Priority Technology Holdings Inc,308279267,2023,2,0.0665898,0.304875476,0.628534724,0.06614786,0.299610895,0.634241245,0.233463035,PRTH,technology
Qualys Inc,5339560176,2023,2,0.053008701,0.365111315,0.581879984,0.052631579,0.36437247,0.582995951,0.311740891,QLYS,technology
"LiveRamp Holdings, Inc.",2052728550,2023,2,0.113168235,0.379051079,0.507780686,0.118908382,0.374269006,0.506822612,0.255360624,RAMP,technology
"Rekor Systems, Inc.",212000411,2023,2,0.028991067,0.390382614,0.580626319,0.030973451,0.389380531,0.579646018,0.35840708,REKR,technology
Remitly Global Inc,4350828600,2023,2,0.027966908,0.514067356,0.457965736,0.032178218,0.507425743,0.46039604,0.475247525,RELY,technology
Repay Holdings Corp,845840748,2023,2,0.05092878,0.304295592,0.644775627,0.052419355,0.302419355,0.64516129,0.25,RPAY,technology
